opportunity_id,sales_agent,manager,regional_office,product,account,sector,deal_stage,engage_date,close_date,close_value
L5U7OT6O,"Markita Hansen","Celia Rouche","West","GTX Plus Pro",Y-corporation,employment,Won,2017-02-22,2017-06-17,5503
L5UKY73S,"Gladys Colclough","Melvin Marxen","Central","GTX PRO",Treequote,telecommunications,Lost,2017-09-03,2017-11-04,0
L6223VHA,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Sumace,retail,Engaging,2017-07-26,NULL,NULL
L62MDI48,"Anna Snelling","Dustin Brinkmann","Central","MG Advanced",Isdom,medical,Lost,2016-12-20,2017-03-01,0
L65X2CDL,"Jonathan Berthelot","Melvin Marxen","Central","GTX PRO",Hottechi,technology,Lost,2017-07-22,2017-11-12,0
L66MAMK5,"Kami Bicknell","Summer Sewald","West","GTX Basic",Sunnamplex,marketing,Won,2017-04-08,2017-04-17,501
L67B6CU2,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro",Rundofase,technology,Lost,2017-10-03,2017-10-09,0
L69Q015M,"Daniell Hammack","Rocco Neubert","East","GTX PRO",Zotware,software,Won,2017-03-25,2017-05-19,4555
L6AOARQ9,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic",dambase,marketing,Won,2017-09-24,2017-12-21,452
L6CE1E4L,"Gladys Colclough","Melvin Marxen","Central","GTX Basic",Streethex,retail,Lost,2017-07-21,2017-11-17,0
L6KOBEBZ,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Rundofase,technology,Won,2017-02-27,2017-05-27,528
L6PCVRJS,"Donn Cantrell","Rocco Neubert","East","GTX PRO","Vehement Capital Partners",finance,Won,2017-04-23,2017-04-30,4810
L6VDDXFV,"Reed Clapper","Rocco Neubert","East","MG Advanced","Vehement Capital Partners",finance,Lost,2017-05-05,2017-05-11,0
L6WEVHEN,"Anna Snelling","Dustin Brinkmann","Central","MG Special",Gogozoom,telecommunications,Won,2017-10-04,2017-12-16,59
L71FBIF7,"Marty Freudenburg","Melvin Marxen","Central","MG Special",Bioholding,medical,Lost,2017-05-18,2017-09-10,0
L7CFCOR6,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Conecom,technology,Won,2017-09-17,2017-11-28,5668
L7PPTHLF,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
L7TT9ZL4,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Finhigh,finance,Won,2017-10-04,2017-12-21,4735
L831D7DF,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Funholding,finance,Lost,2017-06-08,2017-08-18,0
L8CG1IQO,"Darcel Schlecht","Melvin Marxen","Central","GTX Basic",Condax,medical,Lost,2017-06-27,2017-07-06,0
L8CHRJ2B,"Cassey Cress","Rocco Neubert","East","MG Advanced","Umbrella Corporation",finance,Won,2016-11-24,2017-03-01,4200
L8D22SSW,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Betatech,medical,Won,2017-02-01,2017-06-17,3822
L8NLCWFS,"Kary Hendrixson","Summer Sewald","West","GTX PRO",Scotfind,software,Won,2017-06-02,2017-08-20,4869
L8POFR0T,"James Ascencio","Summer Sewald","West","MG Advanced",Finjob,employment,Won,2017-10-24,2017-12-31,3296
L8XNQONA,"Zane Levy","Summer Sewald","West","GTX Basic",Inity,marketing,Engaging,2017-11-27,NULL,NULL
L9AZZGNK,"Daniell Hammack","Rocco Neubert","East","GTX Basic","Gekko & Co",retail,Lost,2017-08-01,2017-08-14,0
L9BTE2RA,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Toughzap,retail,Won,2017-07-25,2017-09-29,5947
L9CJZZ59,"Zane Levy","Summer Sewald","West","GTX Plus Pro",J-Texon,retail,Lost,2017-07-23,2017-09-29,0
L9EVLHSJ,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic",NULL,NULL,Engaging,2017-10-08,NULL,NULL
L9F6QP4P,"Gladys Colclough","Melvin Marxen","Central","MG Advanced",Isdom,medical,Won,2017-07-10,2017-07-19,3230
L9IXFTIL,"Boris Faz","Rocco Neubert","East","GTX PRO","Gekko & Co",retail,Won,2017-06-23,2017-09-21,5301
L9WWFYQW,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Codehow,software,Lost,2017-05-27,2017-08-18,0
LA0O6BHX,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Pro",Dontechi,software,Won,2017-03-12,2017-05-27,4509
LABZ0UGB,"Cecily Lampkin","Dustin Brinkmann","Central","GTX Plus Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
LAH7932Y,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Scottech,marketing,Won,2017-03-31,2017-05-17,57
LAOGNZOU,"Maureen Marcano","Summer Sewald","West","GTX Plus Basic",Hottechi,technology,Won,2017-05-14,2017-05-22,902
LAYVBSH4,"Anna Snelling","Dustin Brinkmann","Central","GTX Basic",NULL,NULL,Engaging,2017-07-19,NULL,NULL
LB5622YN,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Hottechi,technology,Lost,2017-09-29,2017-10-08,0
LB6S2ONR,"Markita Hansen","Celia Rouche","West","GTX Basic",Y-corporation,employment,Won,2017-10-28,2017-11-11,598
LB6XW39X,"Donn Cantrell","Rocco Neubert","East","GTX Basic",Xx-zobam,entertainment,Won,2017-02-16,2017-03-04,555
LB8UE159,"Daniell Hammack","Rocco Neubert","East","GTX Plus Pro",Iselectrics,technology,Won,2017-06-11,2017-06-19,5353
LBO52V0N,"Cassey Cress","Rocco Neubert","East","GTX PRO",NULL,NULL,Engaging,2017-08-14,NULL,NULL
LBYGH8WS,"Garret Kinder","Cara Losch","East","GTX Plus Pro",Plussunin,retail,Lost,2017-09-09,2017-09-27,0
LBZY9VUG,"Violet Mclelland","Cara Losch","East","MG Special","Massive Dynamic",entertainment,Won,2017-06-24,2017-09-17,55
LC2RIMSX,"Rosalina Dieter","Celia Rouche","West","GTX PRO","Vehement Capital Partners",finance,Engaging,2017-06-10,NULL,NULL
LC85AQ1I,"Vicki Laflamme","Celia Rouche","West","GTX Basic",Konex,technology,Won,2016-12-12,2017-03-18,443
LC93MVYP,"Kami Bicknell","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-12-01,NULL,NULL
LCBVIPRA,"Vicki Laflamme","Celia Rouche","West","MG Special",Golddex,finance,Won,2017-03-22,2017-06-29,60
LCQ934W7,"Cassey Cress","Rocco Neubert","East","GTX Plus Basic",Xx-holding,finance,Engaging,2017-05-05,NULL,NULL
LCTI4CFV,"Gladys Colclough","Melvin Marxen","Central","MG Special","Genco Pura Olive Oil Company",retail,Won,2017-03-25,2017-06-16,55
LCW83256,"Rosie Papadopoulos","Cara Losch","East","GTX PRO",Sumace,retail,Won,2017-02-19,2017-03-04,5260
LCWP23CI,"James Ascencio","Summer Sewald","West","GTX Plus Pro",Finjob,employment,Won,2017-06-17,2017-06-24,5306
LCZGL74L,"Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic",Cancity,retail,Lost,2017-11-16,2017-11-26,0
LD1HNIUL,"Vicki Laflamme","Celia Rouche","West","MG Advanced",Scotfind,software,Won,2017-06-21,2017-06-23,3559
LD4F6QTP,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro",Groovestreet,retail,Engaging,2017-07-20,NULL,NULL
LDAXEBR0,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Treequote,telecommunications,Won,2017-06-03,2017-06-22,639
LDDQ5PN2,"Garret Kinder","Cara Losch","East","MG Advanced",Sumace,retail,Lost,2017-11-12,2017-11-21,0
LDIBOTNO,"Daniell Hammack","Rocco Neubert","East","GTX PRO",Kinnamplus,retail,Won,2017-08-30,2017-09-07,5544
LDJ6VTNW,"Daniell Hammack","Rocco Neubert","East","GTX Plus Basic",NULL,NULL,Engaging,2017-10-04,NULL,NULL
LDK61ORQ,"Hayden Neloms","Celia Rouche","West","MG Special",Xx-zobam,entertainment,Engaging,2017-07-19,NULL,NULL
LDQITW5C,"Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Acme Corporation",technology,Engaging,2017-08-03,NULL,NULL
LDYYOH6W,"Gladys Colclough","Melvin Marxen","Central","GTX PRO",Bioholding,medical,Won,2017-09-22,2017-11-24,4938
LE3XYXEF,"Reed Clapper","Rocco Neubert","East","GTX Plus Basic",Ganjaflex,retail,Lost,2017-12-12,2017-12-25,0
LEJWV2Y5,"Darcel Schlecht","Melvin Marxen","Central","GTX Basic",Donquadtech,technology,Prospecting,NULL,NULL,NULL
LELWKXDX,"Boris Faz","Rocco Neubert","East","GTX Plus Pro",Donquadtech,technology,Won,2017-03-03,2017-06-08,6173
LEPH90QI,"Gladys Colclough","Melvin Marxen","Central","GTX Plus Pro",Isdom,medical,Won,2017-09-29,2017-10-09,5689
LF45YLLR,"Corliss Cosme","Cara Losch","East","GTX PRO",Initech,telecommunications,Won,2017-08-02,2017-08-12,5205
LF8JZ3Q5,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",Hatfan,services,Won,2016-12-14,2017-03-13,1046
LFD1ZGJ8,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",NULL,NULL,Prospecting,NULL,NULL,NULL
LFI3BGEE,"Daniell Hammack","Rocco Neubert","East","GTX Plus Pro",NULL,NULL,Engaging,2017-09-22,NULL,NULL
LFJVV393,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic",NULL,NULL,Engaging,2017-08-13,NULL,NULL
LFM4SMIA,"Moses Frase","Dustin Brinkmann","Central","GTX Plus Pro",Codehow,software,Won,2017-10-15,2017-10-23,5449
LFMLZPA5,"Daniell Hammack","Rocco Neubert","East","GTX PRO",Konex,technology,Lost,2017-10-13,2017-10-22,0
LFMMI05H,"Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Acme Corporation",technology,Won,2017-08-14,2017-12-21,5881
LFN6XPK7,"Vicki Laflamme","Celia Rouche","West","MG Advanced",Sunnamplex,marketing,Won,2017-06-25,2017-06-27,2753
LFPY1Z14,"Zane Levy","Summer Sewald","West","GTX PRO",Hottechi,technology,Lost,2017-05-22,2017-09-07,0
LFQCLMMG,"Corliss Cosme","Cara Losch","East","MG Special",Ganjaflex,retail,Lost,2017-06-10,2017-08-27,0
LG8ZAMCB,"Corliss Cosme","Cara Losch","East","GTX PRO",Opentech,finance,Won,2017-05-29,2017-06-11,5642
LGI8QEC2,"Moses Frase","Dustin Brinkmann","Central","GTX Basic",Treequote,telecommunications,Won,2016-12-02,2017-03-06,583
LGK00C12,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic",Bioholding,medical,Lost,2017-05-16,2017-08-24,0
LGLIB8TR,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic",Gogozoom,telecommunications,Lost,2017-03-02,2017-05-01,0
LGO0XF4X,"Vicki Laflamme","Celia Rouche","West","MG Special",Kan-code,software,Won,2017-06-03,2017-09-10,50
LGTIXQ46,"Rosalina Dieter","Celia Rouche","West","MG Special",Blackzim,retail,Won,2017-04-01,2017-04-07,51
LH03MJX5,"Boris Faz","Rocco Neubert","East","GTX Plus Pro",Yearin,retail,Lost,2017-10-17,2017-10-25,0
LHBWJAD3,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic",NULL,NULL,Engaging,2017-07-20,NULL,NULL
LHG76MIU,"Markita Hansen","Celia Rouche","West","MG Special",Rantouch,telecommunications,Won,2017-10-04,2017-12-03,62
LHIM2BGF,"Violet Mclelland","Cara Losch","East","MG Advanced",Yearin,retail,Lost,2017-08-21,2017-12-08,0
LI9RCAQ6,"Kary Hendrixson","Summer Sewald","West","GTX PRO",Scotfind,software,Won,2017-09-14,2017-11-01,4593
LIB4KUZJ,"Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced",NULL,NULL,Prospecting,NULL,NULL,NULL
LIFA0JYO,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Finhigh,finance,Lost,2017-04-13,2017-05-26,0
LIIBOUUQ,"Reed Clapper","Rocco Neubert","East","GTX Plus Basic",Donquadtech,technology,Won,2017-02-16,2017-05-30,1187
LIQZNH9U,"Kary Hendrixson","Summer Sewald","West","GTX Plus Pro",NULL,NULL,Engaging,2017-03-31,NULL,NULL
LITG1BL1,"Zane Levy","Summer Sewald","West","GTX Plus Pro",Xx-holding,finance,Lost,2017-04-23,2017-04-28,0
LIYJSU0E,"Daniell Hammack","Rocco Neubert","East","GTX Plus Pro",Konex,technology,Won,2017-07-21,2017-07-22,5118
LIZMTGH2,"Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced",Isdom,medical,Won,2017-04-10,2017-04-18,3409
LJ59Y2TK,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Ron-tech,medical,Lost,2017-07-28,2017-07-29,0
LJ5FQGLZ,"Daniell Hammack","Rocco Neubert","East","GTX Plus Pro",Plussunin,retail,Won,2017-07-25,2017-07-27,6100
LJBQ7P0V,"James Ascencio","Summer Sewald","West","MG Special",Zotware,software,Engaging,2017-03-09,NULL,NULL
LJEAX51Q,"Darcel Schlecht","Melvin Marxen","Central","MG Special",Streethex,retail,Won,2017-11-12,2017-12-21,49
LJIAOC0Q,"Violet Mclelland","Cara Losch","East","MG Special",Bioplex,medical,Won,2017-03-19,2017-06-04,52
LKBDKJLM,"Markita Hansen","Celia Rouche","West","MG Special",Blackzim,retail,Lost,2017-09-29,2017-11-27,0
LKBS2IJC,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Konmatfix,marketing,Lost,2017-06-01,2017-06-11,0
LKDSEQ2Q,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic",Yearin,retail,Prospecting,NULL,NULL,NULL
LKFYC5X3,"Rosie Papadopoulos","Cara Losch","East","MG Special",Donware,marketing,Won,2017-08-25,2017-12-15,58
LKJZEISS,"Zane Levy","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-08-24,NULL,NULL
LKMZWCKQ,"Gladys Colclough","Melvin Marxen","Central","GTX PRO",Funholding,finance,Lost,2017-05-30,2017-09-06,0
LKQL4GRO,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic",Scottech,marketing,Won,2017-07-30,2017-08-04,1160
LLQCQOCR,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",NULL,NULL,Engaging,2017-06-19,NULL,NULL
LM3GZYXD,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Finhigh,finance,Lost,2017-10-19,2017-10-28,0
LMCHDMJX,"Daniell Hammack","Rocco Neubert","East","GTX Plus Basic",Donware,marketing,Won,2017-10-03,2017-10-08,1050
LMJINVRQ,"Daniell Hammack","Rocco Neubert","East","GTX Plus Basic",Betasoloin,medical,Lost,2017-06-13,2017-09-07,0
LMKNU8IZ,"Markita Hansen","Celia Rouche","West","GTX PRO",NULL,NULL,Engaging,2017-02-24,NULL,NULL
LMOAYCUK,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic",Plusstrip,entertainment,Engaging,2017-01-11,NULL,NULL
LMU41E2W,"Rosalina Dieter","Celia Rouche","West","MG Special",NULL,NULL,Engaging,2017-08-30,NULL,NULL
LMVQ6B9P,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Basic",Funholding,finance,Won,2017-09-17,2017-11-18,1072
LN0DF2XI,"Elease Gluck","Celia Rouche","West","MG Special",Sonron,telecommunications,Won,2017-09-26,2017-11-27,48
LN9NU0A8,"Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic",Inity,marketing,Won,2017-07-07,2017-07-17,1193
LNT5B9XY,"Cecily Lampkin","Dustin Brinkmann","Central","MG Special",Statholdings,employment,Lost,2017-07-07,2017-07-17,0
LNX7ULEG,"Zane Levy","Summer Sewald","West","GTX Plus Pro",Sonron,telecommunications,Won,2017-05-30,2017-08-22,5572
LO2BMO33,"Niesha Huffines","Melvin Marxen","Central","GTX Plus Pro",Conecom,technology,Won,2017-10-22,2017-12-10,6142
LO8L5ELD,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Inity,marketing,Prospecting,NULL,NULL,NULL
LOAYKUEO,"Cecily Lampkin","Dustin Brinkmann","Central","GTX Plus Pro",Treequote,telecommunications,Lost,2017-04-05,2017-04-10,0
LOHJU3OB,"Zane Levy","Summer Sewald","West","GTX PRO",NULL,NULL,Engaging,2017-09-10,NULL,NULL
LOMFB71Q,"Gladys Colclough","Melvin Marxen","Central","MG Special",Finhigh,finance,Lost,2017-03-28,2017-04-03,0
LOQ46F0T,"Cassey Cress","Rocco Neubert","East","GTX Basic",NULL,NULL,Engaging,2017-09-03,NULL,NULL
LORMJLTE,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Basic",Konmatfix,marketing,Engaging,2017-07-19,NULL,NULL
LOSUVU4T,"Markita Hansen","Celia Rouche","West","GTX Plus Pro",Konex,technology,Lost,2017-09-16,2017-12-09,0
LPGOTIM2,"Boris Faz","Rocco Neubert","East","MG Special",Silis,medical,Won,2017-04-20,2017-06-16,55
LPKT07PV,"Boris Faz","Rocco Neubert","East","GTX PRO",Opentech,finance,Won,2016-11-20,2017-03-23,4704
LPOOKZCQ,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Kan-code,software,Lost,2017-05-09,2017-08-08,0
LPR6G7AE,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Treequote,telecommunications,Lost,2017-07-23,2017-07-28,0
LPY6VIZV,"Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro",Codehow,software,Lost,2017-05-12,2017-08-12,0
LPZLQL48,"Vicki Laflamme","Celia Rouche","West","GTX Basic",Y-corporation,employment,Won,2016-12-16,2017-03-28,492
LQ44KCMI,"Cassey Cress","Rocco Neubert","East","GTX PRO","Umbrella Corporation",finance,Lost,2017-01-29,2017-03-13,0
LQJISQSD,"Corliss Cosme","Cara Losch","East","GTX Plus Basic",Bioplex,medical,Won,2017-09-27,2017-10-05,955
LQXWWZGN,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Hottechi,technology,Lost,2017-07-01,2017-07-03,0
LR45YFE4,"Violet Mclelland","Cara Losch","East","MG Special",Groovestreet,retail,Engaging,2017-05-03,NULL,NULL
LR6USOHL,"Reed Clapper","Rocco Neubert","East","GTX PRO",Zathunicon,retail,Won,2017-02-18,2017-05-27,4545
LRLER1XS,"Hayden Neloms","Celia Rouche","West","MG Special",Finjob,employment,Won,2017-07-22,2017-09-14,64
LROWI84G,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic",Dontechi,software,Won,2017-10-23,2017-10-31,1237
LRP5IXX5,"Reed Clapper","Rocco Neubert","East","GTX Plus Pro",Konex,technology,Lost,2017-11-14,2017-11-23,0
LS2A22IA,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic","Globex Corporation",technology,Lost,2017-10-12,2017-10-21,0
LSA39JBG,"Daniell Hammack","Rocco Neubert","East","GTX Basic",NULL,NULL,Engaging,2017-03-05,NULL,NULL
LSJ2A8ZX,"Markita Hansen","Celia Rouche","West","GTK 500",Cheers,entertainment,Won,2017-06-11,2017-09-26,29166
LSVGDJ1A,"Kary Hendrixson","Summer Sewald","West","GTX Plus Pro",NULL,NULL,Engaging,2017-04-17,NULL,NULL
LSVMMUJ0,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Condax,medical,Won,2017-02-05,2017-03-25,5559
LT111IZL,"Moses Frase","Dustin Brinkmann","Central","MG Special",NULL,NULL,Engaging,2017-08-12,NULL,NULL
LT75S3LM,"Reed Clapper","Rocco Neubert","East","GTX PRO",Kinnamplus,retail,Won,2017-08-03,2017-08-11,5401
LTOKXFP1,"Zane Levy","Summer Sewald","West","GTX PRO",Dalttechnology,software,Won,2017-04-21,2017-04-29,4633
LTTYTAXA,"Donn Cantrell","Rocco Neubert","East","GTX PRO",Kan-code,software,Won,2017-01-10,2017-03-24,4694
LTVGILHP,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Bioholding,medical,Engaging,2017-05-11,NULL,NULL
LTZCN1RA,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Domzoom,entertainment,Won,2017-02-17,2017-05-19,54
LUFR7MJC,"Gladys Colclough","Melvin Marxen","Central","GTX PRO",Codehow,software,Lost,2017-10-15,2017-10-19,0
LUFY70BU,"Elease Gluck","Celia Rouche","West","GTK 500",Goodsilron,marketing,Lost,2017-03-30,2017-04-04,0
LUIEQRMQ,"Zane Levy","Summer Sewald","West","GTX Basic",Goodsilron,marketing,Won,2017-06-29,2017-07-10,595
LULNYY3C,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Codehow,software,Won,2017-10-20,2017-10-27,4435
LUP7FYS5,"Boris Faz","Rocco Neubert","East","GTX Plus Pro",Xx-zobam,entertainment,Lost,2017-06-20,2017-07-02,0
LUT9KYJA,"James Ascencio","Summer Sewald","West","GTX PRO",Singletechno,retail,Won,2017-04-04,2017-06-06,4335
LUTZ8UQM,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Isdom,medical,Engaging,2017-07-25,NULL,NULL
LUXAXNBV,"Wilburn Farren","Cara Losch","East","GTX Plus Pro",Donquadtech,technology,Won,2017-09-25,2017-12-09,5960
LV1754PS,"Anna Snelling","Dustin Brinkmann","Central","GTX Basic",Rangreen,technology,Won,2017-03-04,2017-05-14,544
LV5SEMZQ,"Elease Gluck","Celia Rouche","West","MG Special",Nam-zim,services,Won,2017-04-03,2017-04-07,52
LV7HHGM4,"Gladys Colclough","Melvin Marxen","Central","GTX Plus Pro",Funholding,finance,Lost,2017-10-03,2017-10-05,0
LVF6FP4A,"Rosie Papadopoulos","Cara Losch","East","MG Advanced",Silis,medical,Lost,2017-08-23,2017-11-28,0
LVMPJ8JN,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Codehow,software,Won,2017-10-06,2017-12-31,546
LW0Z6TMR,"Anna Snelling","Dustin Brinkmann","Central","GTX Basic",Finhigh,finance,Lost,2017-09-11,2017-09-13,0
LW8485Y2,"Cassey Cress","Rocco Neubert","East","GTX Plus Basic","Acme Corporation",technology,Won,2017-04-20,2017-08-10,1161
LWC0UJWD,"Cassey Cress","Rocco Neubert","East","GTX Basic",Bioplex,medical,Lost,2017-07-02,2017-07-03,0
LWCKCV0M,"Markita Hansen","Celia Rouche","West","GTX PRO",Xx-holding,finance,Won,2017-08-30,2017-09-15,4592
LWPFQ1UA,"Kary Hendrixson","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-04-15,NULL,NULL
LWPJEV3U,"Niesha Huffines","Melvin Marxen","Central","GTX Basic",Domzoom,entertainment,Lost,2016-12-24,2017-03-10,0
LWVZKYI0,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Gogozoom,telecommunications,Won,2017-11-12,2017-12-01,61
LWX9V7HI,"Cassey Cress","Rocco Neubert","East","MG Special",Konex,technology,Won,2017-06-21,2017-09-15,59
LWXHKI88,"Vicki Laflamme","Celia Rouche","West","MG Special",NULL,NULL,Engaging,2017-03-28,NULL,NULL
LX4D50OF,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Rangreen,technology,Lost,2017-07-20,2017-08-04,0
LXDCC260,"Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro",Funholding,finance,Won,2017-07-06,2017-07-07,5966
LXGNXNX1,"Corliss Cosme","Cara Losch","East","GTX PRO",Sumace,retail,Won,2017-06-17,2017-09-09,4960
LXLU6LFC,"Daniell Hammack","Rocco Neubert","East","MG Advanced",Kinnamplus,retail,Lost,2017-06-23,2017-08-30,0
LXM6CTMS,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic",NULL,NULL,Engaging,2017-02-12,NULL,NULL
LXS3Z82E,"Niesha Huffines","Melvin Marxen","Central","MG Advanced",NULL,NULL,Engaging,2017-07-23,NULL,NULL
LXVCMY4C,"Daniell Hammack","Rocco Neubert","East","GTX PRO",NULL,NULL,Engaging,2017-08-17,NULL,NULL
LXWQDEU3,"Reed Clapper","Rocco Neubert","East","GTX PRO",Ganjaflex,retail,Won,2017-06-23,2017-09-18,4801
LXXW3TRW,"Elease Gluck","Celia Rouche","West","GTX Plus Basic",Scotfind,software,Won,2016-12-19,2017-03-18,1164
LXZA2OSZ,"Corliss Cosme","Cara Losch","East","GTX Plus Pro",Ontomedia,employment,Won,2016-11-23,2017-03-03,5790
LXZD2PZD,"Corliss Cosme","Cara Losch","East","GTX Plus Pro",NULL,NULL,Engaging,2017-04-04,NULL,NULL
LYAFXO9B,"Markita Hansen","Celia Rouche","West","GTX Basic",J-Texon,retail,Won,2017-07-01,2017-07-12,592
LZ3B174J,"Vicki Laflamme","Celia Rouche","West","MG Special",NULL,NULL,Engaging,2017-09-29,NULL,NULL
LZ6PSZ4T,"Jonathan Berthelot","Melvin Marxen","Central","MG Advanced",Dontechi,software,Lost,2017-06-28,2017-07-05,0
LZLXBQ0I,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Basic",Betatech,medical,Lost,2017-05-04,2017-08-20,0
LZVFFQLN,"Moses Frase","Dustin Brinkmann","Central","MG Special",Konmatfix,marketing,Won,2017-03-01,2017-06-14,50
LZW4N9KF,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Zathunicon,retail,Prospecting,NULL,NULL,NULL
LZWH2OGW,"Gladys Colclough","Melvin Marxen","Central","MG Advanced",Funholding,finance,Lost,2017-07-30,2017-08-06,0
M03IHS3P,"Gladys Colclough","Melvin Marxen","Central","GTX Plus Basic",Scottech,marketing,Won,2017-05-29,2017-08-06,917
M0IN22XH,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",Zoomit,entertainment,Won,2017-07-05,2017-09-26,1043
M0JKP0HT,"Gladys Colclough","Melvin Marxen","Central","MG Advanced",Isdom,medical,Won,2016-12-23,2017-03-13,3440
M0PGP5H2,"Markita Hansen","Celia Rouche","West","GTX Plus Basic",Cheers,entertainment,Won,2017-08-18,2017-09-14,1002
M10S36W3,"Wilburn Farren","Cara Losch","East","GTX Plus Pro",Konex,technology,Won,2017-07-18,2017-11-06,5559
M16D8PYH,"Daniell Hammack","Rocco Neubert","East","GTX Plus Pro",NULL,NULL,Engaging,2017-01-05,NULL,NULL
M16WB7N8,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro",Warephase,services,Lost,2017-04-26,2017-08-01,0
M1L0IWB6,"Jonathan Berthelot","Melvin Marxen","Central","MG Advanced",Ron-tech,medical,Won,2017-03-21,2017-05-11,3232
M1QKPX6R,"James Ascencio","Summer Sewald","West","GTX PRO",Green-Plus,services,Won,2017-02-15,2017-05-21,4542
M1VNX1D7,"Cassey Cress","Rocco Neubert","East","GTX PRO","Acme Corporation",technology,Won,2017-07-16,2017-07-28,5318
M1ZZYSTB,"Donn Cantrell","Rocco Neubert","East","GTX PRO","Bubba Gump",software,Won,2017-10-11,2017-10-12,4763
M22PCEKY,"Moses Frase","Dustin Brinkmann","Central","GTX Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
M23VU0A9,"Rosie Papadopoulos","Cara Losch","East","GTX Plus Pro",Konex,technology,Lost,2017-11-04,2017-11-14,0
M26BSX5S,"Jonathan Berthelot","Melvin Marxen","Central","GTX PRO",Codehow,software,Lost,2017-05-27,2017-08-06,0
M28Z11DC,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic",Blackzim,retail,Lost,2017-08-25,2017-08-31,0
M2A8EY5Q,"Hayden Neloms","Celia Rouche","West","GTX Plus Pro",NULL,NULL,Engaging,2017-07-16,NULL,NULL
M2TZSYTN,"Moses Frase","Dustin Brinkmann","Central","GTX Basic",Bioholding,medical,Won,2017-02-23,2017-06-16,516
